"","�..id","booked","host_since","host_about","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_verifications","price","host_since_frm","days_since","email","social","phone","reviews"
"412",5537769,110,"26-02-2015","Hello!
My name is Amanda.  I live in Asheville, NC with my wife, Liz, and our cats, Molly and Neko.  I was born and raised in Duluth, GA.  Then, I earned a B.A. degree (in Women's Studies) from the University of Georgia.  After that, I moved to Asheville and earned a K-6 Teaching License from the University of North Carolina Asheville.  Since then, I have been working as a Teacher Assistant at elementary schools in Asheville/Buncombe County.  When I'm not at work, I like to make art, go on walks, and read.

As an Airbnb host, I like to greet my guests (if we happen to run into each other, or if they request to meet me), and then I like to do my own thing!  Of course, I am always available for any questions or concerns!  Thank you for your interest!  We hope to see you soon!  : )","within an hour","100%","100%","t",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 60.00",2015-02-26,729,1,1,1,1
"413",304379,0,"04-01-2012","I like putting people and environments together and have converted my art studio to a rental cottage to do just that.  Since graduating from Carnegie Mellon as a painter, A LONG TIME AGO, I have had many creative occupations including theater, film, interior design and teaching. A strong desire to share the property that my husband and I have sculpted together for 15 years has led to the conversion of a free standing art studio to RACK FOCUS COTTAGE  (304379). The need for a 3 BR led to the renovation of RACK FOCUS (PHONE NUMBER HIDDEN)) . Because this property is right across the street from the cottage, its guests can easily share the wooded walk, creek sitting,meadow and fire pit of the park-like setting of the cottage. Similarly furnished and appointed it is ideal for larger groups. We love to travel but this is our favorite destination. Make Asheville yours. Stay with us.  Short, extended stay or long term.","within a few hours","100%","100%","f",2,2,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","$ 189.00",2012-01-04,1878,1,1,1,1
"414",7662484,0,"27-04-2012","We are a retired couple, John ( consultant/writer) and Lou (nurse) We love to travel and prefer to rent apartments rather than hotel rooms so as to fully appreciate the experience . 
Asheville has been home since we moved from DC in 2006 and every day  has been filled with the joy of discovering all that drew us here: music and  mountains, food and festivals , dog parks and bookstores and plenty of charming souls to keep us here. 
We've taken care to provide a space WE would stay in, that our family and friends will come to call home …and where you will discover your very own Asheville.","within an hour","100%","100%","t",1,1,"['email', 'phone', 'reviews', 'jumio']","$ 105.00",2012-04-27,1764,1,1,1,1
"415",3116699,0,"18-05-2014","","within an hour","100%","86%","t",3,3,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 180.00",2014-05-18,1013,1,1,1,1
"416",11864862,0,"11-06-2014","I am a freelance IT Director and an ARTIST. I live, teach and play in the greatest city in the world...Asheville, NC.","within an hour","100%","100%","f",2,2,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","$ 125.00",2014-06-11,989,1,1,1,1
"417",11865423,0,"11-06-2014","I am a freelance IT Director and an ARTIST. I live, teach and play in the greatest city in the world...Asheville, NC.","within an hour","100%","100%","f",2,2,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","$ 88.00",2014-06-11,989,1,1,1,1
"418",2432326,0,"20-02-2014","I've lived in Asheville for over 13 years and am known by many as at least one of the following: Entrepreneur, Innovator, Designer, Writer, Astrologer, Healer, Massage Therapist, Human Design student, Projector, Yoga Enthusiast, Artist, Vegetarian, Mother with 23 year old son, Zach, living with me. I am available for astrology readings, healings, advice on Best of Asheville including Best Yoga classes, Best waterfall hikes, Best places to eat etc.","within a few hours","100%","100%","t",1,1,"['email', 'phone', 'reviews']","$ 111.00",2014-02-20,1100,1,1,1,1
"419",1392363,110,"16-07-2013","","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'facebook', 'google', 'kba']","$ 96.00",2013-07-16,1319,1,1,1,1
"420",815068,0,"05-09-2011","I grew up in Asheville and have had a variety of different careers from being a probation officer for 4 years, just out of college,  then 16 years in banking and finance  then owning  a restaurant in downtown Asheville in the 1990's and then starting a gift and garden retail store (Thyme In The Garden)  7 years ago, which I sold my interest in this year to my former wife.  In the last three years I have become a fixture at the YMCA, lost a lot of weight, have developed an interest poetry, reading and embarrassing attempts at writing. I also love to cook and play golf, but have little time from either this year.","within an hour","100%","100%","t",1,1,"['email', 'phone', 'facebook', 'reviews']","$ 99.00",2011-09-05,1999,1,1,1,1
"421",2459487,0,"30-12-2013","My name is Julia. I'm a middle aged woman living a good life in Asheville. I have lived here  for 11 years  and love to call it home. I enjoy Asheville for the beauty of the place, the great music and food, the open minded and the warmth of the people. It's a great town. 
Before I was living in Charlotte NC for many years and long time ago I lived in Colombia S A, where I was born. 
I love to travel, experience different cultures and try different kinds of food. My favorite hobby is to make handcrafted jewelry.","within an hour","100%","50%","f",2,2,"['email', 'phone', 'google', 'reviews', 'manual_offline', 'jumio']","$ 100.00",2013-12-30,1152,1,1,1,1
"422",9773778,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 335.00",2012-08-09,1660,1,1,1,1
"423",11871844,0,"16-03-2016","We are outgoing, fun-loving folks that love to laugh.  Steve is a retired fire Chief from New Orleans and I am a wannabe retiree but love my job so much that I cannot see my self ever stopping (in the near future).  Steve says he works more now than when he had 400 firemen that answered to him.  He is always helping a neighbor or a friend (sometimes people he does not even know) with projects around their homes.  I sell residential real estate and farms and land.  Land is what I really enjoy the most!  What better job could you have than one where you get to go outdoors, hike property and find just the right fit for the right folks.  

Steve and I love to travel - usually to a beach or to visit friends and our children and lovely grandchildren.  When we are not working, we are on the Harley taking small rides in these beautiful Appalachian Mountains.  

Abner's Cabin has been a vacation rental since 2006 and we have many return travelers.  We have met some awesome people of whom many have become friends over the years.  We truly care about your comfort and want to make sure you are lacking in nothing when you arrive.","within a day","70%","100%","f",1,1,"['phone', 'google', 'jumio']","$ 135.00",2016-03-16,345,1,1,1,1
"424",11882197,110,"17-03-2016","","within an hour","100%","100%","f",1,1,"['phone', 'reviews']","$ 68.00",2016-03-17,344,1,1,1,1
"425",6713809,110,"27-01-2013","I am a full time student and full time employee. I a the proud mother of a 7yr old fur baby that lights up my life!! :)

I don't have a lot of free time but when I do have it i enjoy taking a yoga class or volunteering for PSR or Global Zero. 

I love natural lighting and lots of plants...but unfortunately I have been too busy this year to rebuild my indoor garden. :( 

But there is fresh garden thyme, lemon grass & sweet marjoram growing in hanging baskets on the porch! Please feel free to enjoy them in whatever meals you prepare!

PS: I do not provide toilet paper, paper towels or any such items! As I typically only rent my home out when I am out of the country!","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'facebook', 'reviews']","$ 130.00",2013-01-27,1489,1,1,1,1
"426",12093776,0,"16-10-2012","Cosmic mermaid with a bit of an eclectic and eccentric sense of life.  Adventuresome spirit who enjoys connecting with others and would love to host as many travelers as possible! Loves stories from both near and far, as well as expanding her network on the global grid.  Thanks for your interest, she is already looking forward to your stay :)","within an hour","100%","100%","f",5,5,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","$ 145.00",2012-10-16,1592,1,1,1,1
"427",5822540,111,"19-01-2014","I've owned and managed Hill House, a 4-star, 10-room inn just north of downtown Asheville since February 2012. It's not on AirBnB. This is my personal home, which I either like to book when I take a vacation or at times book the guest room to a traveler. I treat my guests here, just as I treat those at Hill House.","within an hour","100%","N/A","f",2,2,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 89.00",2014-01-19,1132,1,1,1,1
"428",1651509,0,"13-10-2011","","within an hour","100%","100%","t",1,1,"['email', 'phone', 'facebook', 'reviews']","$ 125.00",2011-10-13,1961,1,1,1,1
"429",9022733,111,"16-01-2015","Hi,

As a guest, I'm typically traveling for short business trips. I help clients with  technology strategy, process and organizational problems. I'm an easy guest as I'm typically at client sites during the day and happy with internet access and a quiet room for the night. Having spent much of my career traveling and staying in hotels, I much prefer meeting new people and having a more relaxed place to stay via Airbnb.

When I'm traveling for fun my wife and I enjoy experiencing different cultures, food, nature, the arts and architecture. My favorite travel destinations tend to be mountain areas in the US and Europe (Italy in particular).","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'linkedin', 'reviews', 'kba']","$ 150.00",2015-01-16,770,1,1,1,1
"430",642204,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 335.00",2012-08-09,1660,1,1,1,1
